窜瘤疙,困档,版档,笼蔼,青沥备开
窜瘤49,37.58835891916485,127.27762010499815,2545.574752125307,4备开
窜瘤50,37.05627844322508,127.50802770651075,4919.846666784017,2备开
窜瘤51,37.70877469845858,127.0957929406795,3333.371148734048,5备开
窜瘤52,37.73442514788779,127.1169405629526,2309.2544714628143,18备开
窜瘤53,37.58870374515597,127.30366972463915,2767.5147212328593,15备开
窜瘤54,37.01275815765446,127.18554917409621,3448.778367668023,1备开
窜瘤55,37.54081902603179,127.6399405399587,3078.9715605194756,10备开
窜瘤56,37.42313794971715,127.49051671222298,2617.910064062434,19备开
窜瘤57,37.519223949954885,127.89878615163028,4931.167236385901,19备开
窜瘤58,37.48450525556763,127.56610674007767,2077.081179446041,11备开
窜瘤59,37.169635995399084,127.6501236609898,2454.4286039867116,15备开
窜瘤60,37.90933367056269,127.19047996590864,2314.301196928302,7备开
窜瘤61,37.09086820105474,127.9716956388627,2914.8323306073303,8备开
窜瘤62,37.61184128615481,127.86805999131064,3472.4686064293583,20备开
窜瘤63,37.374246787972524,127.73001935776902,3399.709452893168,21备开
窜瘤64,37.33147301549698,127.29724063472797,4627.653039591605,21备开
窜瘤65,37.24936263824395,127.2830829785216,3553.5040923818538,12备开
窜瘤66,37.68478457611311,127.0792625551593,3577.728444342866,3备开
窜瘤67,37.441289799399776,127.69342176479054,3580.8895022280185,21备开
窜瘤68,37.81401639460231,127.72353021775758,3737.93863928268,1备开
窜瘤69,37.01081869342654,127.3565694731465,3074.502894483824,3备开
窜瘤70,37.92445138154393,127.23780138060116,4075.158755949172,4备开
窜瘤71,37.78841645027121,127.86429509741298,2079.99819652191,12备开
窜瘤72,37.04701149953391,127.91500886025116,3459.5919040449007,4备开
窜瘤73,37.428066274227916,127.1327806992893,2032.2105639745614,13备开
窜瘤74,37.33729481729439,127.44708471774727,4226.420613199496,9备开
窜瘤75,37.14373942772733,127.78947301044055,2732.5380996018284,18备开
窜瘤76,37.9284419608139,127.73487859603387,4877.192997576321,1备开
窜瘤77,37.70077426234997,127.01716694185897,4256.8355025719575,7备开
窜瘤78,37.308180792944654,127.80253353577841,4820.752807277916,13备开
窜瘤79,37.96761575053082,127.22414207725976,2806.8788644033625,7备开
窜瘤80,37.46884001517264,127.26182247339145,3251.9082365552244,9备开
窜瘤81,37.9052296564852,127.4046011898867,3005.866641743458,9备开
窜瘤82,37.49298391854013,127.53237525352391,2432.575279038861,3备开
窜瘤83,37.07261384726723,127.85746243652815,4250.866251291308,17备开
窜瘤84,37.73857295608811,127.19805001037881,2463.0869646778538,7备开
窜瘤85,37.876713027243554,127.43469565007553,4519.233669671908,14备开
窜瘤86,37.544763093529305,127.29016227392586,4703.855301723149,11备开
窜瘤87,37.499882009516796,127.88748629714874,3431.2705798270804,4备开
窜瘤88,37.95324552035602,127.95738882335189,4515.473691142251,21备开
窜瘤89,37.44430688328383,127.75610840391441,4916.31662092173,18备开
窜瘤90,37.11773668080121,127.50476564384174,4148.068017098387,19备开
窜瘤91,37.12799074964253,127.77755347684986,2395.8522542905093,11备开
窜瘤92,37.62959911496464,127.356189501532,4528.2240163679635,2备开
窜瘤93,37.77651030123295,127.65988211301516,2664.0003742495974,8备开
窜瘤94,37.60417960921463,127.67808085566526,4482.2159079154435,19备开
窜瘤95,37.03777054420691,127.28877277867335,3340.630309257749,9备开
窜瘤96,37.83738424221449,127.34532728705244,2970.624471922687,6备开
窜瘤97,37.77760049757449,127.987118002824,4117.745229647604,21备开
窜瘤98,37.31577590896024,127.29371280613289,4809.8942977309,21备开
窜瘤99,37.28444375867223,127.73479917341045,4992.014713764893,13备开
窜瘤100,37.9348762837831,127.62708555155152,3237.2201469791594,13备开
窜瘤101,37.05525681106335,127.47434315106995,4152.017673986329,21备开
窜瘤102,37.16244632883325,127.60452311430463,2754.9191145489403,3备开
窜瘤103,37.0928561959711,127.05458348074666,4375.634320244805,4备开
窜瘤104,37.38353543567252,127.30762100490564,3168.058502349169,15备开
窜瘤105,37.97783402072101,127.34187973722531,3025.250001412006,21备开
窜瘤106,37.57521058047671,127.97719922434638,4527.174522785401,18备开
窜瘤107,37.140343338944334,127.47866514790437,3647.393777478058,17备开
窜瘤108,37.01694021186084,127.34529720357165,4950.588835706943,17备开
窜瘤109,37.33451314366691,127.66810671387542,3538.3442049719024,12备开
窜瘤110,37.50273414159481,127.50720677478033,3105.5881475792976,16备开
窜瘤111,37.37600392996934,127.29541341883824,2682.239551549742,15备开
窜瘤112,37.198223167200936,127.96126229284783,2360.1563565704705,7备开
窜瘤113,37.002851536882815,127.71824082849044,4872.572577811052,18备开
窜瘤114,37.99766286418449,127.51609587913782,3077.0330437764396,19备开
窜瘤115,37.378777382281754,127.80649815276142,3749.220650245727,14备开
窜瘤116,37.034388146293345,127.55486620054039,3230.0048969640447,17备开
窜瘤117,37.554969922011054,127.25913332886023,2019.7452625929286,17备开
窜瘤118,37.76381999279451,127.0180253745507,2227.708211897274,7备开
窜瘤119,37.83527946159206,127.49138356803468,2520.878437814216,5备开
窜瘤120,37.902692271127854,127.28666456188586,4371.257946708495,2备开
窜瘤121,37.34080565775763,127.5578223293077,3593.5880093736077,4备开
窜瘤122,37.594096035397804,127.11290879148207,3014.394492519982,8备开
窜瘤123,37.22676835876432,127.29947282547761,3851.28648885672,18备开
窜瘤124,37.83626664625891,127.9840923631751,4582.865205726847,19备开
窜瘤125,37.71412903041261,127.64961641403337,4013.111235218518,15备开
窜瘤126,37.64974755607681,127.13137799009232,4039.373478653398,8备开
窜瘤127,37.34097538855487,127.3899978574092,2579.3975190636065,14备开
窜瘤128,37.836919948937755,127.42531982628942,2762.181461394969,19备开
窜瘤129,37.37715855452181,127.7671934806817,2100.514906385663,17备开
窜瘤130,37.38285917890444,127.86620264337402,2888.1912010496712,19备开
窜瘤131,37.52618379053581,127.07899146725906,2585.785319849058,11备开
窜瘤132,37.21170424598087,127.23748511886684,2597.8478324656867,11备开
窜瘤133,37.667941193808524,127.94470140328565,3116.3480765364,12备开
窜瘤134,37.06530684591886,127.6508318887922,2557.012811099798,1备开
窜瘤135,37.55595655696147,127.08591771295235,4587.809330204426,10备开
窜瘤136,37.13072101446894,127.72176101192055,4219.430966516824,4备开
窜瘤137,37.737357366876026,127.54450972291653,2636.2942932294063,10备开
窜瘤138,37.46203381727832,127.81585991781691,3162.363297010048,2备开
窜瘤139,37.54042517340319,127.55112888221136,2844.848054167336,8备开
窜瘤140,37.34229480145861,127.47706878760333,3922.4656992777336,17备开
窜瘤141,37.96187695645158,127.94710354623547,2594.5872388640064,19备开
窜瘤142,37.46229747504221,127.52863117465827,4829.395647615038,19备开
窜瘤143,37.72822925126583,127.65938726096326,3802.817340831325,5备开
窜瘤144,37.55955900475002,127.89037431969392,2778.215438802929,17备开
窜瘤145,37.981222488406274,127.02716575211166,4485.375437378548,17备开
窜瘤146,37.9957548741748,127.37365810366282,4243.00608959061,16备开
窜瘤147,37.69321069978096,127.74990359549767,2639.835716943948,11备开
窜瘤148,37.03268320119991,127.67686909521116,4775.650831066889,10备开
窜瘤149,37.74454383214069,127.22703664090277,2274.9867031865715,6备开
窜瘤150,37.20954696834951,127.57275953842014,3528.7268456712327,8备开
窜瘤151,37.50280548684695,127.64423713322142,4882.418149397807,5备开
窜瘤152,37.14164593266496,127.85715651556353,4459.34967601133,3备开
窜瘤153,37.83549194267249,127.1102152491583,4932.902776718818,11备开
窜瘤154,37.400399181105584,127.21908459772935,3707.7772551327694,11备开
窜瘤155,37.6872235165031,127.88080470425953,4586.0500693703025,15备开
窜瘤156,37.67216578869927,127.06646777352286,2065.7464468638223,16备开
窜瘤157,37.77314297416755,127.44594062040201,3356.3861780954103,11备开
窜瘤158,37.09651461907965,127.8769987078962,3368.307284664469,1备开
窜瘤159,37.699937155537064,127.19352138768592,4893.0741013097195,4备开
窜瘤160,37.274042996467365,127.34200583345834,2031.4600568836377,4备开
窜瘤161,37.50807740969652,127.87290325047015,3572.6569744628514,5备开
窜瘤162,37.41208412189794,127.52559056179332,4873.2595925559735,11备开
窜瘤163,37.02819078133293,127.44411064647146,3146.3544770519784,3备开
窜瘤164,37.15477547277342,127.03241811339453,3375.051898140875,8备开
窜瘤165,37.53229034269215,127.29892802915657,3174.5319947839544,14备开
窜瘤166,37.32159553490817,127.97442931171996,4898.329781850961,4备开
窜瘤167,37.52934027176016,127.62821329674384,3282.5765707743913,18备开
窜瘤168,37.52871030377432,127.39077484198542,2897.079702653404,6备开
窜瘤169,37.55175208206291,127.5719435691204,2905.8267086752685,14备开
窜瘤170,37.898908293903865,127.2940402176509,3705.524065527281,10备开
窜瘤171,37.26352623128432,127.39103378059113,3414.1519361461524,18备开
窜瘤172,37.23711297680053,127.93676079855196,4555.508388658138,11备开
窜瘤173,37.289643506554526,127.83781204482393,4390.676023429573,4备开
窜瘤174,37.76835616988616,127.87904268944212,4902.903835150802,16备开
窜瘤175,37.64563484748354,127.58704450561518,4222.276913668153,4备开
窜瘤176,37.650989332752346,127.45076946778877,4088.8027660580406,7备开
窜瘤177,37.117266924968625,127.2278932855875,2361.5136769564474,8备开
窜瘤178,37.65021855467347,127.57660303861807,3363.4477553919437,18备开
窜瘤179,37.338663843823575,127.14562948456687,3284.1264867424734,5备开
窜瘤180,37.29692391781106,127.59461541811632,2395.0994518398556,2备开
窜瘤181,37.51391661841904,127.59974385566169,4544.546091795749,2备开
窜瘤182,37.620704685514575,127.31044332721774,3053.440078348347,10备开
窜瘤183,37.72753560863986,127.70280319519355,3477.1208296152663,6备开
窜瘤184,37.918075246838306,127.67850276776399,2825.709963543877,9备开
窜瘤185,37.4046872839592,127.58755615537392,4480.083635543289,16备开
窜瘤186,37.90535575608072,127.73618533279685,2912.907366251985,16备开
窜瘤187,37.05631493738443,127.77658224389783,2984.5451391842835,19备开
窜瘤188,37.70848696493358,127.48467580433503,2348.1762761062073,14备开
窜瘤189,37.83279717714392,127.21653926473013,3994.051490895476,8备开
窜瘤190,37.112956507451365,127.00473872819602,4609.737683715708,9备开
窜瘤191,37.89419991425013,127.14026203202809,3355.907012205231,11备开
窜瘤192,37.4257154229784,127.02095577758323,2789.1075084897698,10备开
窜瘤193,37.430052090167074,127.82565049806144,2276.6918113776233,19备开
窜瘤194,37.241388834721384,127.1782147538804,2686.87170347094,15备开
窜瘤195,37.465273449263066,127.28198031886411,2252.831561073414,10备开
窜瘤196,37.75707996776113,127.16167483679858,2157.698272202704,2备开
窜瘤197,37.47252674849075,127.01458085730839,2012.3712464908772,3备开
窜瘤198,37.61529181451498,127.53738948412047,3024.7949285078857,21备开
窜瘤199,37.778042225636085,127.49694533639097,4439.534381896742,12备开
窜瘤200,37.026288771443475,127.2480434692616,2812.89819988478,3备开
窜瘤201,37.804832053947344,127.65149622046182,4407.586159704806,20备开
窜瘤202,37.31901802605344,127.7178832533288,4251.082336821752,8备开
窜瘤203,37.37062737815478,127.02251934300212,2635.840840768785,8备开
窜瘤204,37.709078134749866,127.55317670946096,3445.958064753566,10备开
窜瘤205,37.544434069772734,127.63991854218996,2144.7530789748307,2备开
窜瘤206,37.83195765523249,127.44888565391493,4255.649269030687,8备开
窜瘤207,37.47011188523215,127.3246415774453,2628.780112281039,3备开
窜瘤208,37.62956701039125,127.23387302647319,4793.518248864778,4备开
窜瘤209,37.36383691018987,127.68904676508478,4139.281878957302,3备开
窜瘤210,37.49845145357431,127.39959633610991,3849.0968594999267,17备开
窜瘤211,37.82972242738899,127.63624520574662,3546.9102558998825,13备开
窜瘤212,37.60152313957535,127.86893226173305,3996.4684206777965,15备开
窜瘤213,37.342687381232395,127.21819131027254,2396.9540688782517,4备开
窜瘤214,37.08972877662765,127.30028537416878,2758.6773643124457,18备开
窜瘤215,37.96670103440847,127.98488484555105,2689.622219486798,20备开
窜瘤216,37.98636888525322,127.69026969574524,3379.4182595113953,6备开
窜瘤217,37.069984843932765,127.24649155110117,2553.4266469402314,11备开
窜瘤218,37.031649055448206,127.08674031663034,2058.6083761017935,7备开
窜瘤219,37.56794834386653,127.3204412207518,4546.226988549383,11备开
窜瘤220,37.35758323138856,127.02191733000735,2763.165001474042,1备开
窜瘤221,37.81684400157425,127.41324238819796,2580.624070682725,11备开
窜瘤222,37.92778941053229,127.19887557512855,3599.4601550381003,20备开
窜瘤223,37.853060033049026,127.48190904693101,4964.270353148919,1备开
窜瘤224,37.00078132209704,127.89172598051088,3147.0279242812176,7备开
窜瘤225,37.74065417428177,127.18418261592419,4861.730794221749,18备开
窜瘤226,37.18700046420066,127.50083965462325,4694.465052114633,16备开
窜瘤227,37.74901041557442,127.80124239883547,3406.1566049993025,16备开
窜瘤228,37.51829005984408,127.53230128082019,4143.278523862048,7备开
窜瘤229,37.80137841267754,127.5634273217542,4980.126744651677,19备开
窜瘤230,37.80210314769051,127.89589903437938,4440.579322601733,13备开
窜瘤231,37.88223428020315,127.56023023763771,2442.8235470644886,1备开
窜瘤232,37.71052002932289,127.64964258015931,2130.052640687192,14备开
窜瘤233,37.11860938978827,127.12933645108119,4986.2601551796315,9备开
窜瘤234,37.58856116051199,127.98038140197772,4305.427119720068,1备开
窜瘤235,37.02986479796184,127.41562130885168,2991.817136946437,2备开
窜瘤236,37.596556444431556,127.31908332759043,3593.3724816188746,3备开
窜瘤237,37.89974882068569,127.87938653309986,2778.0613673903795,14备开
窜瘤238,37.0106796137186,127.30542891854232,2184.116249085448,17备开
窜瘤239,37.25439199554691,127.38998573724496,2241.537178365854,18备开
窜瘤240,37.18688321696469,127.36355743761798,4065.374446429038,4备开
窜瘤241,37.04501821196606,127.43451888313929,2597.6541984239407,20备开
窜瘤242,37.7482248259695,127.54889811993817,2953.8180585760474,12备开
窜瘤243,37.9963337572678,127.24728274216771,4148.413999203414,21备开
窜瘤244,37.060936555674374,127.14458203932314,2953.067846318464,3备开
窜瘤245,37.10002895421546,127.24007752027538,3812.526775275078,13备开
窜瘤246,37.41538870794666,127.59194562770224,4356.887656455077,18备开
窜瘤247,37.30113346619874,127.59595058960267,3853.3145309044717,14备开
窜瘤248,37.71622071681261,127.85258987953799,3788.409703881276,14备开
窜瘤249,37.73733464433277,127.56394629641895,3599.0638466532687,19备开
窜瘤250,37.913995651078835,127.91728404324031,4666.320852142555,5备开
窜瘤251,37.08001794883501,127.99204554555608,2793.0382612583644,9备开
窜瘤252,37.26514788703693,127.52750653222718,3348.7530318539616,11备开
窜瘤253,37.63877572801747,127.73723696127801,3719.952206815291,8备开
窜瘤254,37.23133101271506,127.32908599305449,4874.903937022669,16备开
窜瘤255,37.498468796770844,127.62605185787737,3643.331117082339,21备开
窜瘤256,37.68876958912342,127.05918088775059,3916.766963416366,3备开
窜瘤257,37.053828298651716,127.14798516409572,2310.5118760706723,21备开
窜瘤258,37.3144139088823,127.62410307215414,3256.6318707193586,12备开
窜瘤259,37.28929521188335,127.56904395683074,4884.220943778075,9备开
窜瘤260,37.80520018834862,127.6080388348316,4670.20564531709,6备开
窜瘤261,37.578877508746444,127.76665209269949,4424.171920327168,14备开
窜瘤262,37.32493705629535,127.24816577021573,2550.8982244781055,8备开
窜瘤263,37.143699444360344,127.90653957960599,2157.6107100094787,11备开
窜瘤264,37.51314244585306,127.57370964737272,3198.130937138825,13备开
窜瘤265,37.35057466726659,127.0957902131294,3132.8639819814807,2备开
窜瘤266,37.89615045379154,127.52693018370442,3739.97077225731,11备开
窜瘤267,37.60492874574138,127.52309043248704,2056.913282514286,12备开
窜瘤268,37.98344895936076,127.10069000312855,4573.833810451954,3备开
窜瘤269,37.817253627909,127.08685177069829,2231.3395727743964,17备开
窜瘤270,37.74391529028805,127.86594579643429,4614.321095060844,3备开
窜瘤271,37.41154586537645,127.94852034165888,4225.573628374542,3备开
窜瘤272,37.938507102154006,127.07620073248383,3903.5095982712332,8备开
窜瘤273,37.79444527621674,127.80340254713228,3495.569569546029,2备开
窜瘤274,37.30630572263025,127.92996621943115,3760.5746166868357,9备开
窜瘤275,37.308117172547206,127.81418213452625,3001.978085093787,12备开
窜瘤276,37.80508649540722,127.0616189983789,4902.6169504790605,12备开
窜瘤277,37.23980823299799,127.46959203504923,4108.098586328261,10备开
窜瘤278,37.01715624755274,127.48308153750544,2284.677655130312,10备开
窜瘤279,37.764247805866816,127.01875117922035,4981.876982615138,3备开
窜瘤280,37.66926274611376,127.80992532697564,3212.109561238228,13备开
窜瘤281,37.81631702465501,127.60447524929596,3983.5896166347065,18备开
窜瘤282,37.0247565603984,127.56244191468205,2307.8493916876337,9备开
窜瘤283,37.06340827760813,127.20392366886628,4326.848984449113,4备开
窜瘤284,37.85892142428087,127.64008858127585,2359.7871458171026,8备开
窜瘤285,37.91445162400363,127.42474888985248,3383.664457161517,4备开
窜瘤286,37.01034577906703,127.4379961171707,4740.733479232033,4备开
窜瘤287,37.18336444069613,127.8315884496505,3749.6092943190524,13备开
窜瘤288,37.902661147710845,127.01137107176986,4467.242433853769,10备开
窜瘤289,37.06904342951217,127.32161818959926,4931.611531454277,7备开
窜瘤290,37.82458325010187,127.47003062884353,3421.8726077140172,5备开
窜瘤291,37.68839354833804,127.60095672779174,2816.426760426812,1备开
窜瘤292,37.80688757207286,127.8676157288204,4922.5501050138355,3备开
窜瘤293,37.21081838838478,127.32652504555018,2372.4512310023238,19备开
窜瘤294,37.76190133194935,127.89950055262241,2877.2303791224786,16备开
窜瘤295,37.77830025006069,127.74457514693857,4793.553852121532,18备开
窜瘤296,37.27182944623745,127.17277314832559,4215.314107421106,5备开
窜瘤297,37.97921140676072,127.69412008135058,2676.1243211683477,12备开
窜瘤298,37.38030117504402,127.67272814973171,4241.558322811555,15备开
窜瘤299,37.58174634156319,127.38175812304169,2187.0786079812606,14备开
窜瘤300,37.507614221642214,127.67266442483582,3361.776597929605,1备开
窜瘤301,37.57927414148216,127.78327889757438,2000.1690861759344,4备开
窜瘤302,37.672833989445735,127.84128243781095,3214.518976217175,15备开
窜瘤303,37.01827165373961,127.46636723237124,2672.0645720448983,3备开
窜瘤304,37.67799341850567,127.73838672697829,3879.7148577126345,16备开
窜瘤305,37.46351801326617,127.43652695283004,4706.742693495906,21备开
窜瘤306,37.222041258122886,127.299530475779,4786.8099532520355,12备开
窜瘤307,37.22177417636537,127.89342719830691,4990.441949766181,9备开
窜瘤308,37.605618753211,127.30202086112168,2529.6666796824707,8备开
窜瘤309,37.42421342389393,127.38755020669322,3048.5221480613754,11备开
窜瘤310,37.29644312787986,127.40013938699325,3584.2006197624887,19备开
窜瘤311,37.278452181030865,127.42576658669914,4705.092077186955,5备开
窜瘤312,37.01402826620424,127.32688412930129,4040.9260833731996,3备开
窜瘤313,37.605830660284354,127.5306369901859,4559.589894299705,14备开
窜瘤314,37.54957935041158,127.67849447982601,3296.956412506765,21备开
窜瘤315,37.63413328682685,127.24117733062215,2601.1341656533,3备开
窜瘤316,37.54924121029989,127.76749602064882,2824.0474466831547,14备开
窜瘤317,37.22172047509541,127.57303072764617,4549.3159353586225,8备开
窜瘤318,37.676988404184335,127.63583594686993,2323.3909708744186,4备开
窜瘤319,37.402525775125895,127.34126764715899,4904.140556719936,18备开
窜瘤320,37.88226205714443,127.31021939339085,3240.1271214241924,7备开
窜瘤321,37.74868092077351,127.39373207346893,4876.723677305394,5备开
窜瘤322,37.439101860341324,127.87366327750463,4615.391179157996,7备开
窜瘤323,37.01736562913047,127.11861114368749,4224.425625542026,14备开
窜瘤324,37.53478711312359,127.21651053328134,2571.5193854378385,14备开
窜瘤325,37.32050079825878,127.21940316815841,2623.550897518383,7备开
窜瘤326,37.00947138826381,127.65578106789056,3493.506604736037,8备开
窜瘤327,37.48533167469334,127.63653030031793,4618.8484651084555,10备开
窜瘤328,37.418577217301994,127.92218311369435,4502.530018180107,21备开
窜瘤329,37.593300801877454,127.12272147082903,4582.919922450599,15备开
窜瘤330,37.99841080202595,127.67245698004974,2131.0270977827754,2备开
窜瘤331,37.01283937127665,127.53329465921024,4636.84536068514,18备开
窜瘤332,37.14453570652561,127.13772614990533,2303.060677501861,21备开
窜瘤333,37.30502103479944,127.84630834614795,3693.4239478965173,1备开
窜瘤334,37.80999213709221,127.54089907086109,2183.8478085226425,4备开
窜瘤335,37.140269709678726,127.94923396291357,3350.9249744763483,4备开
窜瘤336,37.84277369210584,127.48294948417329,4573.777525529662,6备开
窜瘤337,37.37524951688801,127.93060619823899,3208.568419849062,19备开
窜瘤338,37.74034934657778,127.49559073363773,2865.068903726628,8备开
窜瘤339,37.51514553325942,127.41075552101576,4041.5979751696673,10备开
窜瘤340,37.25295770128932,127.24276993946451,3315.584173681027,13备开
窜瘤341,37.63413860869684,127.83814837860815,3440.2580744475963,20备开
窜瘤342,37.48488206039676,127.72355027440781,4212.205141218579,14备开
窜瘤343,37.06367510318875,127.44784528030311,4887.450281876886,14备开
窜瘤344,37.662444379188386,127.4511037419927,3505.948046178305,12备开
窜瘤345,37.609901246733166,127.55031677454286,3084.7603391526322,8备开
窜瘤346,37.13932234478249,127.22453023038524,3811.617073838656,7备开
窜瘤347,37.816067705684134,127.57301369059333,3556.5525936880294,11备开
窜瘤348,37.03175359356523,127.57774178718061,4897.7433271017935,3备开
窜瘤349,37.63315799498263,127.38875515857602,3351.4439490973227,5备开
窜瘤350,37.91505396385277,127.70603860960259,4285.078094877372,19备开
窜瘤351,37.02915249370224,127.78538830301248,3337.598885018711,6备开
窜瘤352,37.23342081476749,127.63665775577311,2742.770006760152,13备开
窜瘤353,37.68574683887535,127.10225495972685,4345.561764178734,21备开
窜瘤354,37.72285432049438,127.1589066370453,2056.7531413674174,7备开
窜瘤355,37.023741181654444,127.90156116261267,2080.5199597491237,11备开
窜瘤356,37.89352995405959,127.74276398077058,4822.251848130181,6备开
窜瘤357,37.57930985174883,127.70476328706606,2216.9340983440293,4备开
窜瘤358,37.52532027339583,127.06618213681831,2188.7939740494653,9备开
窜瘤359,37.917977663609925,127.86403443816761,2318.269917808429,9备开
窜瘤360,37.54038121826169,127.04294606896772,3196.184018016314,20备开
窜瘤361,37.18492396316766,127.5649719748133,4984.50519472459,11备开
窜瘤362,37.202162468577775,127.41278754635427,4341.09479282868,19备开
窜瘤363,37.17617295941157,127.80328972326994,4382.906864362469,9备开
窜瘤364,37.02799873461955,127.30211857662691,4183.256454398384,19备开
窜瘤365,37.28186817448789,127.33605378638057,3073.7507376617896,16备开
窜瘤366,37.370844741430446,127.4259395837976,4212.6337034652315,12备开
窜瘤367,37.62641563041082,127.34828447065705,3957.837072567074,19备开
窜瘤368,37.227849529011124,127.39074511138035,2982.7694260017633,2备开
窜瘤369,37.64204500227671,127.8971705871165,3537.493463004029,17备开
窜瘤370,37.50621550011882,127.538011539555,4737.809106468814,2备开
窜瘤371,37.178503706472604,127.04626144620282,3506.6968875020557,1备开
窜瘤372,37.74491656905104,127.04422186479485,4323.543658612784,3备开
窜瘤373,37.3013246343285,127.06899259252168,4664.070042204091,12备开
窜瘤374,37.870676485953695,127.88300754394538,4999.39254037474,4备开
窜瘤375,37.18782827909557,127.34333578241663,2193.669138667222,20备开
窜瘤376,37.802585167613515,127.25654977273265,2102.892787890851,6备开
窜瘤377,37.47376422686364,127.32892643320075,3963.492736589379,11备开
窜瘤378,37.31282579284053,127.70555124313121,3296.0339397516,20备开
窜瘤379,37.460502378154786,127.92067494353589,2925.9933088937305,6备开
窜瘤380,37.777866862034834,127.77743594020207,2187.7415234895275,7备开
窜瘤381,37.05009356434383,127.72924873845653,3512.3371915852576,3备开
窜瘤382,37.42381689658053,127.28735821038526,4829.177813153291,14备开
窜瘤383,37.43088955063434,127.5030290919907,2878.023358593769,6备开
窜瘤384,37.29381389307622,127.64994887325237,4953.487382046728,9备开
窜瘤385,37.910340397405655,127.68721677194789,4213.025357931582,13备开
窜瘤386,37.28101740044438,127.82617219507587,2401.3449178226206,2备开
窜瘤387,37.73719086771413,127.82123996861574,4577.546261142259,21备开
窜瘤388,37.52556068010796,127.56558014788885,2758.4289381017834,4备开
窜瘤389,37.15963055488458,127.83806625401013,4119.274218938265,2备开
窜瘤390,37.4962719906021,127.7005155917387,2027.0115135091105,8备开
窜瘤391,37.373591176104505,127.10986601627286,3665.4112923599587,5备开
窜瘤392,37.3313522515177,127.43186785182216,2705.0214771877863,7备开
窜瘤393,37.13112813154499,127.34572171943664,2380.2813556995793,8备开
